0.1162371,0.2781172,1.917,0,0,1
-0.06355,0.2066891,1.9435,0,0,1
-0.09389389,0.2361894,1.944,0,0,1
-0.0726494,0.2267627,1.941894,0,0,1
-0.05739429,0.2221714,1.944,0,0,1
0.05367511,0.2285377,1.943428,0,0,1
0.07394171,0.2271403,1.941842,0,0,1
0.09511605,0.2338831,1.940769,0,0,1
-0.09789407,0.2560298,1.941231,0,0,1
-0.07377299,0.2545079,1.936548,0,0,1
-0.04726167,0.2590214,1.939683,0,0,1
-0.02777143,0.2684572,1.944,0,0,1
0.04991429,0.2551446,1.941334,0,0,1
0.07373161,0.254386,1.935563,0,0,1
0.1044499,0.2558965,1.930891,0,0,1
0.1283532,0.2615572,1.921696,0,0,1
-0.09683885,0.2803741,1.940111,0,0,1
-0.07372397,0.2838129,1.935048,0,0,1
-0.04430094,0.2843349,1.938609,0,0,1
-0.01830857,0.2898514,1.944,0,0,1
0.001851429,0.29808,1.944,0,0,1
0.05541429,0.2733757,1.9395,0,0,1
0.07566509,0.2771682,1.935091,0,0,1
0.1012986,0.2774516,1.927688,0,0,1
0.1278438,0.2745835,1.920667,0,0,1
-0.0698313,0.3065813,1.93968,0,0,1
-0.04353624,0.3122325,1.942925,0,0,1
-0.01479888,0.3145358,1.942734,0,0,1
0.01264229,0.3195277,1.943829,0,0,1
0.03147428,0.3277029,1.944,0,0,1
-0.03332572,0.3314058,1.944,0,0,1
-0.01220134,0.3419318,1.942837,0,0,1
0.0147875,0.3442282,1.940408,0,0,1
0.03570612,0.3481568,1.944,0,0,1
-0.005091429,0.3642686,1.944,0,0,1
0.01591167,0.3682835,1.942629,0,0,1
0.04236989,0.3747378,1.943612,0,0,1
0.04940391,0.3959134,1.944,0,0,1
0.06820664,0.4050184,1.944,0,0,1
-0.09287201,0.144008,1.974,0,0,1
-0.07498751,0.1414904,1.972379,0,0,1
-0.04455694,0.1436058,1.972929,0,0,1
-0.01578058,0.1431368,1.9724,0,0,1
0.006707756,0.1467796,1.972286,0,0,1
-0.1003694,0.1672394,1.972025,0,0,1
-0.07479879,0.1645229,1.963266,0,0,1
-0.04492585,0.164731,1.965703,0,0,1
-0.01499157,0.1648534,1.967015,0,0,1
0.01356724,0.1661034,1.965215,0,0,1
0.0379498,0.1740021,1.964571,0,0,1
-0.1038233,0.1953124,1.967136,0,0,1
-0.07503919,0.1935878,1.954858,0,0,1
-0.04514192,0.1947462,1.956354,0,0,1
-0.01498152,0.1947773,1.966499,0,0,1
0.01493166,0.1942986,1.961672,0,0,1
0.04459195,0.1955197,1.955909,0,0,1
0.06642381,0.2049979,1.9558,0,0,1
-0.1252391,0.2326267,1.9725,0,0,1
-0.1052415,0.2235523,1.960721,0,0,1
-0.08477743,0.2152855,1.9521,0,0,1
-0.04319599,0.2257054,1.952701,0,0,1
-0.01733,0.2229431,1.96974,0,0,1
0.01673671,0.2223367,1.962453,0,0,1
0.03995156,0.2241746,1.952467,0,0,1
0.07020001,0.2143143,1.95,0,0,1
-0.1252068,0.2508775,1.9695,0,0,1
-0.1126707,0.2518345,1.956577,0,0,1
-0.0389048,0.2485667,1.953,0,0,1
-0.02493592,0.2528366,1.957,0,0,1
0.02423674,0.2426482,1.957715,0,0,1
0.03743755,0.246418,1.951714,0,0,1
-0.02191429,0.2774571,1.95,0,0,1
-0.04536735,0.3265919,1.95,0,0,1
0.01114286,0.3114694,1.95,0,0,1
-0.03575,0.3370714,1.95,0,0,1
-0.02211688,0.3516753,1.95,0,0,1
0.04382858,0.3491428,1.95,0,0,1
-0.0142381,0.363381,1.95,0,0,1
0.0194381,0.3829429,1.95,0,0,1
0.05550794,0.3716349,1.95,0,0,1
0.06569643,0.381875,1.95,0,0,1
0.02661905,0.3961905,1.95,0,0,1
0.04458546,0.4062991,1.950617,0,0,1
0.07395416,0.4074189,1.950136,0,0,1
0.05568001,0.4286743,1.956,0,0,1
0.07449907,0.4358703,1.955766,0,0,1
0.09211637,0.4365824,1.952182,0,0,1
0.07492238,0.4548076,1.9585,0,0,1
0.09128001,0.4526743,1.956,0,0,1
-0.0967183,0.08830801,2.007,0,0,1
-0.07679447,0.08736356,2.007,0,0,1
-0.05925429,0.08983715,2.007,0,0,1
-0.12042,0.1146857,2.007,0,0,1
-0.1036989,0.1071016,1.99986,0,0,1
-0.07591785,0.1062583,1.99275,0,0,1
-0.0460772,0.1072042,1.99385,0,0,1
-0.01609296,0.1115058,1.997854,0,0,1
0.001902857,0.11988,1.998,0,0,1
-0.1249498,0.1361873,2.004667,0,0,1
-0.1065614,0.1355837,1.989579,0,0,1
-0.07572645,0.1273275,1.982333,0,0,1
-0.04572604,0.1294127,1.982167,0,0,1
-0.01408367,0.1288063,1.984885,0,0,1
0.007733248,0.1351348,1.986,0,0,1
-0.1270811,0.1666656,1.996375,0,0,1
-0.114362,0.1626266,1.982609,0,0,1
-0.1321659,0.1954886,1.993773,0,0,1
-0.1188,0.1904572,1.98,0,0,1
-0.129245,0.2173913,1.9896,0,0,1
-0.007542858,0.2291143,1.98,0,0,1
-0.13072,0.2664657,1.989,0,0,1
-0.1328333,0.2848386,1.99616,0,0,1
-0.1141669,0.2876679,1.9925,0,0,1
-0.1291907,0.3049415,2.005875,0,0,1
-0.1066432,0.3071299,2.005941,0,0,1
-0.08983715,0.3192086,2.007,0,0,1
-0.1849126,-0.01072105,2.037,0,0,1
-0.1672428,-0.008260954,2.035778,0,0,1
-0.14927,-0.003878572,2.0355,0,0,1
-0.1843,0.01015647,2.037,0,0,1
-0.1642511,0.01506974,2.034223,0,0,1
-0.1377237,0.01864601,2.034438,0,0,1
-0.113296,0.025996,2.037,0,0,1
-0.160335,0.04241285,2.0365,0,0,1
-0.1348605,0.0455048,2.03055,0,0,1
-0.1050185,0.04698936,2.030311,0,0,1
-0.08094885,0.05293579,2.030571,0,0,1
-0.154036,0.064796,2.037,0,0,1
-0.1358415,0.07434953,2.0296,0,0,1
-0.1046334,0.0746708,2.016445,0,0,1
-0.07411265,0.07223021,2.016401,0,0,1
-0.04717057,0.07757562,2.020868,0,0,1
-0.02458607,0.08435894,2.024625,0,0,1
-0.15326,0.11058,2.037,0,0,1
-0.1352904,0.1036303,2.022484,0,0,1
-0.1143053,0.09323001,2.0115,0,0,1
-0.03805021,0.09225593,2.012143,0,0,1
-0.01836571,0.0963532,2.014,0,0,1
-0.1534654,0.1362324,2.034,0,0,1
-0.1391466,0.1327825,2.017884,0,0,1
-0.1548292,0.1672635,2.032071,0,0,1
-0.1416133,0.1641064,2.018823,0,0,1
-0.1545793,0.1835436,2.02875,0,0,1
-0.1458787,0.1925764,2.013,0,0,1
-0.1531232,0.2263125,2.022375,0,0,1
-0.1420443,0.2265427,2.016444,0,0,1
-0.1521314,0.2464915,2.022,0,0,1
-0.1420234,0.2496265,2.017636,0,0,1
-0.1318952,0.3128723,2.011616,0,0,1
-0.1048563,0.3185499,2.010875,0,0,1
-0.08997143,0.3158572,2.01,0,0,1
-0.443716,-0.3968641,2.067,0,0,1
-0.4632957,-0.3748796,2.062369,0,0,1
-0.4388878,-0.3718529,2.066999,0,0,1
-0.4644876,-0.3458316,2.061408,0,0,1
-0.4360226,-0.3438886,2.06598,0,0,1
-0.4160248,-0.3353134,2.067,0,0,1
-0.4873621,-0.3195649,2.067,0,0,1
-0.4654195,-0.3142009,2.061965,0,0,1
-0.4361615,-0.314361,2.062969,0,0,1
-0.4081506,-0.3121826,2.066999,0,0,1
-0.3878086,-0.3011914,2.067,0,0,1
-0.4616517,-0.2861935,2.065541,0,0,1
-0.4353585,-0.2853029,2.062811,0,0,1
-0.4053409,-0.2853113,2.066035,0,0,1
-0.3842782,-0.2839508,2.065667,0,0,1
-0.4530526,-0.2657572,2.067,0,0,1
-0.4321531,-0.258015,2.066571,0,0,1
-0.4046297,-0.2553475,2.062407,0,0,1
-0.3756557,-0.25318,2.066411,0,0,1
-0.3543429,-0.2500086,2.067,0,0,1
-0.4257036,-0.2337679,2.067,0,0,1
-0.4050008,-0.2241196,2.064281,0,0,1
-0.3740391,-0.2245125,2.06336,0,0,1
-0.3491421,-0.2213562,2.065949,0,0,1
-0.400409,-0.199802,2.066556,0,0,1
-0.3750434,-0.1943903,2.061735,0,0,1
-0.346369,-0.1939537,2.061793,0,0,1
-0.3257986,-0.1875064,2.067,0,0,1
-0.3717287,-0.1665257,2.066162,0,0,1
-0.3449981,-0.1654624,2.062279,0,0,1
-0.3166078,-0.1631505,2.066772,0,0,1
-0.2875427,-0.1547297,2.067,0,0,1
-0.3633983,-0.146068,2.067,0,0,1
-0.3417792,-0.1364844,2.064143,0,0,1
-0.3148828,-0.1351135,2.064206,0,0,1
-0.2849217,-0.1355897,2.063204,0,0,1
-0.2600682,-0.1308259,2.0646,0,0,1
-0.2381971,-0.1200829,2.067,0,0,1
-0.3360974,-0.1106165,2.065616,0,0,1
-0.3135924,-0.1070402,2.062706,0,0,1
-0.2853423,-0.1058793,2.058702,0,0,1
-0.255185,-0.1054083,2.058049,0,0,1
-0.2292218,-0.1009258,2.059452,0,0,1
-0.3043883,-0.08188419,2.066077,0,0,1
-0.2845191,-0.07485913,2.061819,0,0,1
-0.254149,-0.07428785,2.052656,0,0,1
-0.2241162,-0.07465035,2.051276,0,0,1
-0.1977366,-0.07020573,2.057591,0,0,1
-0.1771714,-0.06102572,2.067,0,0,1
-0.27774,-0.05397238,2.065,0,0,1
-0.2539842,-0.04543504,2.054778,0,0,1
-0.2243698,-0.04487463,2.048571,0,0,1
-0.1950977,-0.04487775,2.048571,0,0,1
-0.1667284,-0.04302084,2.053023,0,0,1
-0.1456933,-0.03462667,2.058,0,0,1
-0.2482356,-0.02193739,2.062174,0,0,1
-0.2247377,-0.0156226,2.051839,0,0,1
-0.1986111,-0.01761714,2.044933,0,0,1
-0.161424,-0.02225026,2.046529,0,0,1
-0.1378884,-0.01198674,2.051154,0,0,1
-0.1148143,-0.003261905,2.055,0,0,1
-0.2218589,0.01181527,2.057229,0,0,1
-0.1983984,0.01754365,2.046064,0,0,1
-0.1768,0.0272,2.04,0,0,1
-0.1298823,0.006077679,2.043188,0,0,1
-0.1064179,0.01514725,2.046073,0,0,1
-0.08475715,0.02825714,2.046,0,0,1
-0.2114686,0.03639429,2.0655,0,0,1
-0.1929347,0.0443082,2.053305,0,0,1
-0.1725973,0.04825143,2.043474,0,0,1
-0.09260952,0.03432381,2.04,0,0,1
-0.07391909,0.04526971,2.04504,0,0,1
-0.05659143,0.05659143,2.049,0,0,1
-0.1856004,0.07102992,2.06153,0,0,1
-0.1669438,0.07503239,2.048823,0,0,1
-0.0544,0.06022857,2.04,0,0,1
-0.1829709,0.1011194,2.0658,0,0,1
-0.1672583,0.1049377,2.051647,0,0,1
-0.1817486,0.1426629,2.052,0,0,1
-0.1677613,0.1347731,2.048071,0,0,1
-0.1662778,0.1607775,2.04996,0,0,1
-0.1594609,0.1939655,2.047616,0,0,1
-0.4145875,-0.4260504,2.092875,0,0,1
-0.4327943,-0.4069096,2.075107,0,0,1
-0.40847,-0.4018039,2.086227,0,0,1
-0.4258935,-0.3792145,2.071126,0,0,1
-0.4047878,-0.3741356,2.080397,0,0,1
-0.3841999,-0.3696648,2.092765,0,0,1
-0.4037343,-0.346697,2.074737,0,0,1
-0.378077,-0.3422289,2.086858,0,0,1
-0.4995308,-0.3130662,2.072658,0,0,1
-0.3982641,-0.323837,2.070188,0,0,1
-0.3753654,-0.315432,2.079317,0,0,1
-0.3504947,-0.3101304,2.088889,0,0,1
-0.5195761,-0.2897398,2.08813,0,0,1
-0.4961806,-0.2853401,2.077446,0,0,1
-0.4745322,-0.2790755,2.0709,0,0,1
-0.3700383,-0.285014,2.07314,0,0,1
-0.3465365,-0.284565,2.082263,0,0,1
-0.5125315,-0.2692286,2.094,0,0,1
-0.4909332,-0.2571799,2.085568,0,0,1
-0.4653879,-0.2536787,2.073979,0,0,1
-0.4441348,-0.2498082,2.070001,0,0,1
-0.3671786,-0.2646643,2.07,0,0,1
-0.3414789,-0.2559571,2.076326,0,0,1
-0.3208658,-0.2501115,2.089778,0,0,1
-0.4848115,-0.2265297,2.093539,0,0,1
-0.4643095,-0.2269361,2.08374,0,0,1
-0.4375755,-0.2240136,2.073653,0,0,1
-0.3366253,-0.2304691,2.074435,0,0,1
-0.3163112,-0.2234436,2.082819,0,0,1
-0.2968046,-0.2155372,2.0916,0,0,1
-0.4538586,-0.202458,2.0883,0,0,1
-0.4346361,-0.1946076,2.082661,0,0,1
-0.4100013,-0.1894358,2.072793,0,0,1
-0.3331714,-0.2030572,2.07,0,0,1
-0.314103,-0.1967171,2.073251,0,0,1
-0.2907833,-0.1917424,2.086816,0,0,1
-0.4265901,-0.1676526,2.091353,0,0,1
-0.4048383,-0.1656918,2.08122,0,0,1
-0.3846154,-0.161076,2.071001,0,0,1
-0.3073637,-0.1761741,2.07,0,0,1
-0.2832658,-0.1674166,2.073786,0,0,1
-0.2562247,-0.1620359,2.08485,0,0,1
-0.43276,-0.1495714,2.094,0,0,1
-0.3994291,-0.1407939,2.091346,0,0,1
-0.3754604,-0.1335503,2.081059,0,0,1
-0.3533224,-0.1261717,2.072539,0,0,1
-0.2700857,-0.1478572,2.07,0,0,1
-0.2498452,-0.1406531,2.075897,0,0,1
-0.2310774,-0.1301277,2.087,0,0,1
-0.3715984,-0.1107605,2.08925,0,0,1
-0.3485515,-0.1036995,2.080059,0,0,1
-0.3259172,-0.09549266,2.070429,0,0,1
-0.218665,-0.1087539,2.079,0,0,1
-0.2049992,-0.10138,2.081143,0,0,1
-0.3366778,-0.08333448,2.0868,0,0,1
-0.3168576,-0.07326122,2.076858,0,0,1
-0.2976857,-0.06111429,2.07,0,0,1
-0.1937745,-0.08344133,2.074615,0,0,1
-0.1794,-0.06702857,2.07,0,0,1
-0.3064095,-0.05331302,2.090667,0,0,1
-0.2862302,-0.04398681,2.077677,0,0,1
-0.2661429,-0.03351429,2.07,0,0,1
-0.2792174,-0.02220124,2.086957,0,0,1
-0.2582629,-0.01226438,2.078401,0,0,1
-0.24807,0.01284143,2.086773,0,0,1
-0.2328407,0.02178632,2.078368,0,0,1
-0.2213845,0.04455113,2.083655,0,0,1
-0.2059857,0.05594001,2.073,0,0,1
-0.2142086,0.06300287,2.089,0,0,1
-0.1992362,0.0756546,2.079343,0,0,1
-0.18841,0.1006121,2.0715,0,0,1
-0.1807,0.1608429,2.085,0,0,1
-0.1760929,0.1602786,2.0775,0,0,1
-0.4050242,-0.4353023,2.110929,0,0,1
-0.3877007,-0.4240522,2.12025,0,0,1
-0.3958762,-0.4092993,2.10255,0,0,1
-0.3802131,-0.4021937,2.113727,0,0,1
-0.3715466,-0.3756797,2.109977,0,0,1
-0.3552924,-0.367429,2.123667,0,0,1
-0.3663548,-0.350847,2.102062,0,0,1
-0.3501213,-0.3426205,2.112616,0,0,1
-0.3398334,-0.3189667,2.109001,0,0,1
-0.3267,-0.3096191,2.120538,0,0,1
-0.3318403,-0.2885239,2.102455,0,0,1
-0.3189136,-0.2826906,2.11425,0,0,1
-0.5227487,-0.2568842,2.112163,0,0,1
-0.5037003,-0.2497653,2.103231,0,0,1
-0.33,-0.27,2.1,0,0,1
-0.3095338,-0.2581738,2.105438,0,0,1
-0.2960168,-0.2457582,2.110875,0,0,1
-0.5149257,-0.23936,2.112,0,0,1
-0.4958757,-0.2295739,2.1034,0,0,1
-0.4730515,-0.2118,2.100857,0,0,1
-0.3036,-0.2348,2.1,0,0,1
-0.2878855,-0.2243444,2.109462,0,0,1
-0.4830858,-0.20531,2.1135,0,0,1
-0.4656042,-0.1949061,2.106931,0,0,1
-0.4446343,-0.18226,2.103,0,0,1
-0.2786406,-0.1984687,2.10492,0,0,1
-0.2633379,-0.1911421,2.112474,0,0,1
-0.4545197,-0.1709489,2.1117,0,0,1
-0.4385513,-0.1626055,2.104452,0,0,1
-0.2563562,-0.172466,2.108667,0,0,1
-0.2379057,-0.1521267,2.111,0,0,1
-0.4264057,-0.1461391,2.102,0,0,1
-0.4081073,-0.1318525,2.100545,0,0,1
-0.2252255,-0.1368602,2.101385,0,0,1
-0.397077,-0.1124616,2.1,0,0,1
-0.3764826,-0.09966523,2.102217,0,0,1
-0.3648172,-0.08449487,2.1024,0,0,1
-0.3469597,-0.07440883,2.105091,0,0,1
-0.3132334,-0.04228372,2.1083,0,0,1
-0.2975307,-0.033055,2.10375,0,0,1
-0.3052124,-0.02482,2.113,0,0,1
-0.2865491,-0.01135537,2.104,0,0,1
-0.2686667,-0.003333333,2.1,0,0,1
-0.2780464,0.008852715,2.11245,0,0,1
-0.2612339,0.01592803,2.103,0,0,1
-0.2460435,0.04374254,2.108,0,0,1
-0.2345273,0.0503684,2.104688,0,0,1
-0.2439553,0.06519524,2.117,0,0,1
-0.2257932,0.07453257,2.112,0,0,1
-0.206,0.086,2.1,0,0,1
-0.2176061,0.09540613,2.118428,0,0,1
-0.2025414,0.1011561,2.1135,0,0,1
-0.3946429,-0.4439829,2.136,0,0,1
-0.3771657,-0.4307566,2.147516,0,0,1
-0.3684801,-0.4084972,2.138727,0,0,1
-0.3576366,-0.3949829,2.1312,0,0,1
-0.3631143,-0.3854286,2.13,0,0,1
-0.3510965,-0.3771591,2.130948,0,0,1
-0.3369855,-0.3466289,2.136316,0,0,1
-0.3262569,-0.3396423,2.147182,0,0,1
-0.3186628,-0.3144356,2.136875,0,0,1
-0.3072312,-0.2888997,2.1393,0,0,1
-0.2974215,-0.27298,2.139,0,0,1
-0.3022572,-0.2698,2.13,0,0,1
-0.2906196,-0.254046,2.133914,0,0,1
-0.2767551,-0.2222735,2.13,0,0,1
-0.2684476,-0.2143524,2.13,0,0,1
-0.2738572,-0.2089429,2.13,0,0,1
-0.2627886,-0.1994229,2.1324,0,0,1
